LECROYWR6051,12904,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2002 04:09:26,0                 
Time,Ampl
-0.00050000875,0.0883892
-0.00049999875,0
-0.00049998875,0
-0.00049997875,0.0883892
-0.00049996875,0
-0.00049995875,0.0441946
-0.00049994875,0.0883892
-0.00049993875,0.0441946
-0.00049992875,0.0441946
-0.00049991875,0.0883892
-0.00049990875,0.0441946
-0.00049989875,0
-0.00049988875,0.0883892
-0.00049987875,0
-0.00049986875,0.0883892
-0.00049985875,0.0883892
-0.00049984875,0
-0.00049983875,0
-0.00049982875,0.0441946
-0.00049981875,0.0441946
-0.00049980875,0
-0.00049979875,0.0883892
-0.00049978875,0.0883892
-0.00049977875,0.132584
-0.00049976875,0.0883892
-0.00049975875,0.0883892
-0.00049974875,0
-0.00049973875,0.0441946
-0.00049972875,0.0441946
-0.00049971875,0.0441946
-0.00049970875,0.0883892
-0.00049969875,0.0883892
-0.00049968875,0.0441946
-0.00049967875,0.0883892
-0.00049966875,0.0883892
-0.00049965875,0.0883892
-0.00049964875,0.0441946
-0.00049963875,0.0441946
-0.00049962875,0.0883892
-0.00049961875,0.132584
-0.00049960875,0.0883892
-0.00049959875,0.0441946
-0.00049958875,0.0883892
-0.00049957875,0.0883892
-0.00049956875,0.0883892
-0.00049955875,0.0883892
-0.00049954875,0.0883892
-0.00049953875,0.0441946
-0.00049952875,0.132584
-0.00049951875,0.0441946
-0.00049950875,0.0883892
-0.00049949875,0.132584
-0.00049948875,0
-0.00049947875,0
-0.00049946875,0.0883892
-0.00049945875,0.0441946
-0.00049944875,0.0883892
-0.00049943875,0.0883892
-0.00049942875,0.132584
-0.00049941875,0.0441946
-0.00049940875,0.0883892
-0.00049939875,0.0883892
-0.00049938875,0
-0.00049937875,0.176778
-0.00049936875,0.0883892
-0.00049935875,0.0883892
-0.00049934875,0.0883892
-0.00049933875,0.0441946
-0.00049932875,0
-0.00049931875,0.0441946
-0.00049930875,0.0883892
-0.00049929875,0.132584
-0.00049928875,0.176778
-0.00049927875,0.132584
-0.00049926875,0.0883892
-0.00049925875,0.176778
-0.00049924875,0.0883892
-0.00049923875,0
-0.00049922875,0.132584
-0.00049921875,0.0883892
-0.00049920875,0.132584
-0.00049919875,0.0883892
-0.00049918875,0.0441946
-0.00049917875,0.0883892
-0.00049916875,0.0441946
-0.00049915875,0.0441946
-0.00049914875,0.0883892
-0.00049913875,0.0883892
-0.00049912875,0.0883892
-0.00049911875,0
-0.00049910875,0.132584
-0.00049909875,0.0441946
-0.00049908875,0.132584
-0.00049907875,0.0883892
-0.00049906875,0.132584
-0.00049905875,0.0883892
-0.00049904875,0.0883892
-0.00049903875,0.0441946
-0.00049902875,0.0441946
-0.00049901875,0.176778
-0.00049900875,0.0883892
-0.00049899875,0.132584
-0.00049898875,0.0883892
-0.00049897875,0.0883892
-0.00049896875,0.0441946
-0.00049895875,0.0883892
-0.00049894875,0.0883892
-0.00049893875,0.0883892
-0.00049892875,0.0883892
-0.00049891875,0.0441946
-0.00049890875,0.0883892
-0.00049889875,0.132584
-0.00049888875,0.132584
-0.00049887875,0.176778
-0.00049886875,0.0883892
-0.00049885875,0.0441946
-0.00049884875,0.0441946
-0.00049883875,0.0441946
-0.00049882875,0.132584
-0.00049881875,0.0883892
-0.00049880875,0.132584
-0.00049879875,0.0441946
-0.00049878875,0.0883892
-0.00049877875,0.132584
-0.00049876875,0.176778
-0.00049875875,0.132584
-0.00049874875,0.132584
-0.00049873875,0.132584
-0.00049872875,0.0883892
-0.00049871875,0.176778
-0.00049870875,0.0883892
-0.00049869875,0.0883892
-0.00049868875,0.132584
-0.00049867875,0.0441946
-0.00049866875,0.0883892
-0.00049865875,0.132584
-0.00049864875,0.176778
-0.00049863875,0.132584
-0.00049862875,0.132584
-0.00049861875,0.0883892
-0.00049860875,0.132584
-0.00049859875,0.0883892
-0.00049858875,0.0441946
-0.00049857875,0.220973
-0.00049856875,0.132584
-0.00049855875,0.176778
-0.00049854875,0.0883892
-0.00049853875,0.132584
-0.00049852875,0.0441946
-0.00049851875,0.0883892
-0.00049850875,0.132584
-0.00049849875,0.0883892
-0.00049848875,0.0883892
-0.00049847875,0.220973
-0.00049846875,0.176778
-0.00049845875,0.0883892
-0.00049844875,0.132584
-0.00049843875,0.0883892
-0.00049842875,0.176778
-0.00049841875,0.132584
-0.00049840875,0.0883892
-0.00049839875,0.0883892
-0.00049838875,0.132584
-0.00049837875,0.132584
-0.00049836875,0.0883892
-0.00049835875,0.220973
-0.00049834875,0.0883892
-0.00049833875,0.132584
-0.00049832875,0.220973
-0.00049831875,0.176778
-0.00049830875,0.176778
-0.00049829875,0.176778
-0.00049828875,0.176778
-0.00049827875,0.176778
-0.00049826875,0.176778
-0.00049825875,0.0441946
-0.00049824875,0.0883892
-0.00049823875,0.132584
-0.00049822875,0.0441946
-0.00049821875,0.0883892
-0.00049820875,0.0883892
-0.00049819875,0.0883892
-0.00049818875,0.132584
-0.00049817875,0.176778
-0.00049816875,0.0883892
-0.00049815875,0.132584
-0.00049814875,0.176778
-0.00049813875,0.0883892
-0.00049812875,0.176778
-0.00049811875,0.132584
-0.00049810875,0.0883892
-0.00049809875,0.132584
-0.00049808875,0.176778
-0.00049807875,0.0883892
-0.00049806875,0.0883892
-0.00049805875,0.176778
-0.00049804875,0.132584
-0.00049803875,0.0883892
-0.00049802875,0.132584
-0.00049801875,0.176778
-0.00049800875,0.132584
-0.00049799875,0.176778
-0.00049798875,0.0883892
-0.00049797875,0.132584
-0.00049796875,0.176778
-0.00049795875,0.132584
-0.00049794875,0.0883892
-0.00049793875,0.220973
-0.00049792875,0.220973
-0.00049791875,0.176778
-0.00049790875,0.176778
-0.00049789875,0.0883892
-0.00049788875,0.0441946
-0.00049787875,0.176778
-0.00049786875,0.0883892
-0.00049785875,0.176778
-0.00049784875,0.132584
-0.00049783875,0.176778
-0.00049782875,0.176778
-0.00049781875,0.176778
-0.00049780875,0.220973
-0.00049779875,0.132584
-0.00049778875,0.132584
-0.00049777875,0.176778
-0.00049776875,0.0883892
-0.00049775875,0.220973
-0.00049774875,0.132584
-0.00049773875,0.176778
-0.00049772875,0.220973
-0.00049771875,0.176778
-0.00049770875,0.176778
-0.00049769875,0.176778
-0.00049768875,0.176778
-0.00049767875,0.132584
-0.00049766875,0.132584
-0.00049765875,0.176778
-0.00049764875,0.176778
-0.00049763875,0.176778
-0.00049762875,0.220973
-0.00049761875,0.132584
-0.00049760875,0.176778
-0.00049759875,0.176778
-0.00049758875,0.220973
-0.00049757875,0.220973
-0.00049756875,0.176778
-0.00049755875,0.132584
-0.00049754875,0.176778
-0.00049753875,0.176778
-0.00049752875,0.176778
-0.00049751875,0.265168
-0.00049750875,0.265168
-0.00049749875,0.132584
-0.00049748875,0.176778
-0.00049747875,0.265168
-0.00049746875,0.220973
-0.00049745875,0.220973
-0.00049744875,0.176778
-0.00049743875,0.132584
-0.00049742875,0.176778
-0.00049741875,0.176778
-0.00049740875,0.176778
-0.00049739875,0.220973
-0.00049738875,0.176778
-0.00049737875,0.176778
-0.00049736875,0.220973
-0.00049735875,0.176778
-0.00049734875,0.220973
-0.00049733875,0.176778
-0.00049732875,0.176778
-0.00049731875,0.132584
-0.00049730875,0.220973
-0.00049729875,0.132584
-0.00049728875,0.220973
-0.00049727875,0.220973
-0.00049726875,0.176778
-0.00049725875,0.176778
-0.00049724875,0.265168
-0.00049723875,0.176778
-0.00049722875,0.176778
-0.00049721875,0.220973
-0.00049720875,0.220973
-0.00049719875,0.220973
-0.00049718875,0.220973
-0.00049717875,0.220973
-0.00049716875,0.265168
-0.00049715875,0.176778
-0.00049714875,0.176778
-0.00049713875,0.176778
-0.00049712875,0.220973
-0.00049711875,0.265168
-0.00049710875,0.176778
-0.00049709875,0.132584
-0.00049708875,0.176778
-0.00049707875,0.176778
-0.00049706875,0.220973
-0.00049705875,0.220973
-0.00049704875,0.220973
-0.00049703875,0.176778
-0.00049702875,0.176778
-0.00049701875,0.265168
-0.00049700875,0.220973
-0.00049699875,0.132584
-0.00049698875,0.176778
-0.00049697875,0.220973
-0.00049696875,0.220973
-0.00049695875,0.265168
-0.00049694875,0.220973
-0.00049693875,0.132584
-0.00049692875,0.176778
-0.00049691875,0.220973
-0.00049690875,0.176778
-0.00049689875,0.176778
-0.00049688875,0.176778
-0.00049687875,0.265168
-0.00049686875,0.176778
-0.00049685875,0.220973
-0.00049684875,0.220973
-0.00049683875,0.265168
-0.00049682875,0.220973
-0.00049681875,0.176778
-0.00049680875,0.220973
-0.00049679875,0.220973
-0.00049678875,0.220973
-0.00049677875,0.176778
-0.00049676875,0.220973
-0.00049675875,0.220973
-0.00049674875,0.265168
-0.00049673875,0.265168
-0.00049672875,0.265168
-0.00049671875,0.220973
-0.00049670875,0.220973
-0.00049669875,0.176778
-0.00049668875,0.132584
-0.00049667875,0.220973
-0.00049666875,0.265168
-0.00049665875,0.176778
-0.00049664875,0.265168
-0.00049663875,0.176778
-0.00049662875,0.176778
-0.00049661875,0.220973
-0.00049660875,0.176778
-0.00049659875,0.220973
-0.00049658875,0.265168
-0.00049657875,0.220973
-0.00049656875,0.176778
-0.00049655875,0.220973
-0.00049654875,0.176778
-0.00049653875,0.265168
-0.00049652875,0.176778
-0.00049651875,0.353557
-0.00049650875,0.220973
-0.00049649875,0.265168
-0.00049648875,0.353557
-0.00049647875,0.220973
-0.00049646875,0.176778
-0.00049645875,0.176778
-0.00049644875,0.176778
-0.00049643875,0.220973
-0.00049642875,0.265168
-0.00049641875,0.176778
-0.00049640875,0.265168
-0.00049639875,0.309362
-0.00049638875,0.176778
-0.00049637875,0.176778
-0.00049636875,0.176778
-0.00049635875,0.265168
-0.00049634875,0.265168
-0.00049633875,0.265168
-0.00049632875,0.265168
-0.00049631875,0.309362
-0.00049630875,0.265168
-0.00049629875,0.220973
-0.00049628875,0.176778
-0.00049627875,0.176778
-0.00049626875,0.220973
-0.00049625875,0.265168
-0.00049624875,0.265168
-0.00049623875,0.309362
-0.00049622875,0.265168
-0.00049621875,0.309362
-0.00049620875,0.265168
-0.00049619875,0.265168
-0.00049618875,0.265168
-0.00049617875,0.309362
-0.00049616875,0.265168
-0.00049615875,0.220973
-0.00049614875,0.220973
-0.00049613875,0.220973
-0.00049612875,0.176778
-0.00049611875,0.176778
-0.00049610875,0.220973
-0.00049609875,0.220973
-0.00049608875,0.309362
-0.00049607875,0.220973
-0.00049606875,0.265168
-0.00049605875,0.220973
-0.00049604875,0.220973
-0.00049603875,0.265168
-0.00049602875,0.265168
-0.00049601875,0.265168
-0.00049600875,0.397751
-0.00049599875,0.265168
-0.00049598875,0.265168
-0.00049597875,0.265168
-0.00049596875,0.220973
-0.00049595875,0.265168
-0.00049594875,0.265168
-0.00049593875,0.265168
-0.00049592875,0.265168
-0.00049591875,0.265168
-0.00049590875,0.220973
-0.00049589875,0.309362
-0.00049588875,0.353557
-0.00049587875,0.220973
-0.00049586875,0.265168
-0.00049585875,0.265168
-0.00049584875,0.220973
-0.00049583875,0.265168
-0.00049582875,0.353557
-0.00049581875,0.265168
-0.00049580875,0.309362
-0.00049579875,0.309362
-0.00049578875,0.309362
-0.00049577875,0.265168
-0.00049576875,0.309362
-0.00049575875,0.265168
-0.00049574875,0.265168
-0.00049573875,0.176778
-0.00049572875,0.265168
-0.00049571875,0.220973
-0.00049570875,0.176778
-0.00049569875,0.220973
-0.00049568875,0.265168
-0.00049567875,0.353557
-0.00049566875,0.220973
-0.00049565875,0.220973
-0.00049564875,0.220973
-0.00049563875,0.265168
-0.00049562875,0.265168
-0.00049561875,0.265168
-0.00049560875,0.309362
-0.00049559875,0.309362
-0.00049558875,0.265168
-0.00049557875,0.309362
-0.00049556875,0.265168
-0.00049555875,0.265168
-0.00049554875,0.220973
-0.00049553875,0.309362
-0.00049552875,0.220973
-0.00049551875,0.309362
-0.00049550875,0.309362
-0.00049549875,0.353557
-0.00049548875,0.353557
-0.00049547875,0.265168
-0.00049546875,0.353557
-0.00049545875,0.265168
-0.00049544875,0.265168
-0.00049543875,0.353557
-0.00049542875,0.309362
-0.00049541875,0.265168
-0.00049540875,0.353557
-0.00049539875,0.220973
-0.00049538875,0.309362
-0.00049537875,0.265168
-0.00049536875,0.265168
-0.00049535875,0.265168
-0.00049534875,0.309362
-0.00049533875,0.265168
-0.00049532875,0.265168
-0.00049531875,0.309362
-0.00049530875,0.265168
-0.00049529875,0.309362
-0.00049528875,0.309362
-0.00049527875,0.353557
-0.00049526875,0.309362
-0.00049525875,0.309362
-0.00049524875,0.353557
-0.00049523875,0.309362
-0.00049522875,0.353557
-0.00049521875,0.353557
-0.00049520875,0.309362
-0.00049519875,0.309362
-0.00049518875,0.265168
-0.00049517875,0.265168
-0.00049516875,0.309362
-0.00049515875,0.353557
-0.00049514875,0.353557
-0.00049513875,0.353557
-0.00049512875,0.265168
-0.00049511875,0.353557
-0.00049510875,0.265168
-0.00049509875,0.309362
-0.00049508875,0.309362
-0.00049507875,0.265168
-0.00049506875,0.309362
-0.00049505875,0.309362
-0.00049504875,0.309362
-0.00049503875,0.353557
-0.00049502875,0.353557
-0.00049501875,0.309362
-0.00049500875,0.309362
-0.00049499875,0.265168
-0.00049498875,0.397751
-0.00049497875,0.397751
-0.00049496875,0.265168
-0.00049495875,0.397751
-0.00049494875,0.353557
-0.00049493875,0.397751
-0.00049492875,0.441946
-0.00049491875,0.309362
-0.00049490875,0.265168
-0.00049489875,0.309362
-0.00049488875,0.220973
-0.00049487875,0.309362
-0.00049486875,0.309362
-0.00049485875,0.353557
-0.00049484875,0.265168
-0.00049483875,0.265168
