-0.001000015 0.950184
-0.00099999503 0.905989
-0.00099997503 0.950184
-0.00099995503 0.950184
-0.00099993503 0.950184
-0.00099991503 0.950184
-0.00099989503 0.950184
-0.00099987503 0.972281
-0.00099985503 0.950184
-0.00099983503 0.928087
-0.00099981503 0.950184
-0.00099979503 0.950184
-0.00099977503 0.928087
-0.00099975503 0.972281
-0.00099973503 0.950184
-0.00099971503 0.994378
-0.00099969503 0.950184
-0.00099967503 0.950184
-0.00099965503 0.950184
-0.00099963503 0.928087
-0.00099961503 0.972281
-0.00099959503 0.928087
-0.00099957503 0.950184
-0.00099955503 0.972281
-0.00099953503 0.928087
-0.00099951503 0.950184
-0.00099949503 0.950184
-0.00099947503 0.972281
-0.00099945503 0.950184
-0.00099943503 0.950184
-0.00099941503 0.972281
-0.00099939503 0.928087
-0.00099937503 0.972281
-0.00099935503 0.950184
-0.00099933503 0.950184
-0.00099931503 0.928087
-0.00099929503 0.972281
-0.00099927503 0.905989
-0.00099925503 0.950184
-0.00099923503 0.972281
-0.00099921503 0.928087
-0.00099919503 0.928087
-0.00099917503 0.928087
-0.00099915503 0.950184
-0.00099913503 0.972281
-0.00099911503 0.994378
-0.00099909503 0.950184
-0.00099907503 0.972281
-0.00099905503 0.928087
-0.00099903503 0.950184
-0.00099901503 0.928087
-0.00099899503 0.928087
-0.00099897503 0.972281
-0.00099895503 0.950184
-0.00099893503 0.950184
-0.00099891503 0.928087
-0.00099889503 0.972281
-0.00099887503 0.928087
-0.00099885503 0.972281
-0.00099883503 0.994378
-0.00099881503 0.950184
-0.00099879503 0.950184
-0.00099877503 0.950184
-0.00099875503 0.950184
-0.00099873503 0.950184
-0.00099871503 0.950184
-0.00099869503 0.928087
-0.00099867503 0.972281
-0.00099865503 0.950184
-0.00099863503 0.950184
-0.00099861503 0.972281
-0.00099859503 0.972281
-0.00099857503 0.950184
-0.00099855503 0.972281
-0.00099853503 0.972281
-0.00099851503 0.950184
-0.00099849503 0.950184
-0.00099847503 0.972281
-0.00099845503 0.950184
-0.00099843503 0.928087
-0.00099841503 0.950184
-0.00099839503 0.928087
-0.00099837503 0.950184
-0.00099835503 0.972281
-0.00099833503 0.950184
-0.00099831503 0.950184
-0.00099829503 0.928087
-0.00099827503 0.950184
-0.00099825503 0.950184
-0.00099823503 0.950184
-0.00099821503 0.950184
-0.00099819503 0.928087
-0.00099817503 0.950184
-0.00099815503 0.972281
-0.00099813503 0.928087
-0.00099811503 0.950184
-0.00099809503 0.972281
